qid,sentid,question,sentence text,label
331,3,Which R/bioconductor package is used for integrative genomics visualizations?,Sushi.R is open source and made publicly available through GitHub (https://github.com/dphansti/Sushi) and Bioconductor (http://bioconductor.org/packages/release/bioc/html/Sushi.html).,1
331,4,Which R/bioconductor package is used for integrative genomics visualizations?,"To address this shortcoming, we present Sushi.R, an R/Bioconductor package that allows flexible integration of genomic visualizations into highly customizable, publication-ready, multi-panel figures from common genomic data formats including Browser Extensible Data (BED), bedGraph and Browser Extensible Data Paired-End (BEDPE)",1
1803,0,Describe what is athelia syndrome?,Athelia is a very rare entity that is defined by the absence of the nipple-areola complex.,1
1803,1,Describe what is athelia syndrome?,"Absence of the nipple, areola (athelia), or the breast tissue (amastia) is less frequent.",1
1803,2,Describe what is athelia syndrome?,The absence of nipple-areola complex is a rare entity and is always associated with other anomalies.,1
1803,3,Describe what is athelia syndrome?,This paper described a case of bilateral athelia without other alterations.,0
1803,4,Describe what is athelia syndrome?,Athelia is a very rare entity that is defined by the absence of the nipple-areola complex.,1
1803,5,Describe what is athelia syndrome?,"It can affect either sex and is mostly part of syndromes including other congenital or ectodermal anomalies, such as limb-mammary syndrome, scalp-ear-nipple syndrome, or ectodermal dysplasias.",0
1803,6,Describe what is athelia syndrome?,"Here, we report on three children from two branches of an extended consanguineous Israeli Arab family, a girl and two boys, who presented with a spectrum of nipple anomalies ranging from unilateral hypothelia to bilateral athelia but no other consistently associated anomalies except a characteristic eyebrow shape.",0
1803,7,Describe what is athelia syndrome?,Athelia is a very rare entity that is defined by the absence of the nipple-areola complex.,1
3794,0,What is the risk for secondary cancer after proton beam therapy?,"In pediatric patients who had undergone PBT, the LAR of PBT was significantly lower than the LAR of IMXT estimated by in silico modeling.",0
3794,1,What is the risk for secondary cancer after proton beam therapy?,"Proton beam therapy (PBT) is a potential new alternative to treatment with photon radiotherapy that may reduce the risk of late toxicity and secondary cancer, especially for pediatric tumors.",0
3794,2,What is the risk for secondary cancer after proton beam therapy?,No malignant secondary tumors occurred within the irradiated field.,0
3794,3,What is the risk for secondary cancer after proton beam therapy?,"The 10- and 20-year cumulative rates for all secondary tumors, malignant secondary tumors, and malignant nonhematologic secondary tumors were 8% and 16%, 5% and 13%, and 3% and 11%, respectively.",0
3794,4,What is the risk for secondary cancer after proton beam therapy?,Our data indicate that PBT has the potential to reduce the risk of late mortality and secondary malignancy.,0
3794,5,What is the risk for secondary cancer after proton beam therapy?,"However, treatment-related toxicities have also occurred, particularly for radiotherapy, after which secondary cancer, reduced function of irradiated organs, and retarded growth are significant problems.",0
3794,6,What is the risk for secondary cancer after proton beam therapy?,Proton beam therapy (PBT) is a particle radiotherapy with excellent dose localization that permits treatment of liver and lung cancer by administration of a high dose to the tumor while minimizing damage to surrounding normal tissues.,1
3794,7,What is the risk for secondary cancer after proton beam therapy?,"Notably, proton beam therapy is very useful for pediatric cancer; since the pediatric radiation dose to normal tissues should be reduced as much as possible because of the effect of radiation on growth, intellectual development, endocrine organ function and secondary cancer development.",0
3794,8,What is the risk for secondary cancer after proton beam therapy?,"After proton beam therapy (low-LET radiation), the risk of secondary cancer induction, relative to photons, can be divided by a factor of 3, due to the reduction of integral dose (as an average).",1
3794,9,What is the risk for secondary cancer after proton beam therapy?,"However, after heavy-ion beam therapy, the risk should be divided by 3, as after proton therapy due to the excellent physical selectivity of the irradiation.",0
3794,10,What is the risk for secondary cancer after proton beam therapy?,"Proton beam therapy (PT) offers improved sparing of normal tissue, thus potentially reducing the risk for treatment related late sequelae and induction of secondary cancer.",0
3794,11,What is the risk for secondary cancer after proton beam therapy?,INTRODUCTION: The concern of secondary cancer induction and normal tissue complications have motivated a more frequent use of protons in radiotherapy (RT) of children.,0
3794,12,What is the risk for secondary cancer after proton beam therapy?,"However, activation, neutron production, and the associated secondary cancer risk in proton beam should be an important consideration which is evaluated.",0
3794,13,What is the risk for secondary cancer after proton beam therapy?,"RESULTS: In all evaluated organs, the mean dose in PBT was 20-80% of that in CRT.",0
3794,14,What is the risk for secondary cancer after proton beam therapy?,"The risk of secondary cancer in PBT was 24-83% of that in CRT for five organs, but 121% of that in CRT for pancreas.",0
3794,15,What is the risk for secondary cancer after proton beam therapy?,"Assessments of secondary cancer risk showed that PBT reduces the risk of secondary cancer in most organs, whereas IMRT is associated with a higher risk than CRT.",0
3794,16,What is the risk for secondary cancer after proton beam therapy?,A recent study suggested reduced secondary cancer and other late toxicities after proton beam therapy (PBT) due to dosimetric advantages.,0
3794,17,What is the risk for secondary cancer after proton beam therapy?,"After proton beam therapy (low-LET radiation), the risk of secondary cancer induction, relative to photons, can be divided by a factor of 3, due to the reduction of integral dose (as an average).",1
3794,18,What is the risk for secondary cancer after proton beam therapy?,"The incidence of secondary malignancies after proton beam therapy is low but not negligible, therefore, it must be taken into account when planning a treatment as secondary tumors may present with a highly aggressive behaviour.",0
3794,19,What is the risk for secondary cancer after proton beam therapy?,"We show that compared with photon therapy, proton therapy markedly reduces the risk of secondary malignancies and for equivalent dosing regimens achieves better tumour control as well as a reduced primary recurrence outcome, especially within a hypo-fractionated regimen.",0
3794,20,What is the risk for secondary cancer after proton beam therapy?,Purpose: Proton radiotherapy (PRT) is potentially associated with a lower risk for secondary malignancies due to a decreased integral dose to the surrounding organs at risk (OARs).,1
3794,21,What is the risk for secondary cancer after proton beam therapy?,Our data indicate that PBT has the potential to reduce the risk of late mortality and secondary malignancy.,0
3794,22,What is the risk for secondary cancer after proton beam therapy?,The total lifetime risk of second cancer due exclusively to stray radiation was 1.5% for the passively scattered treatment versus 0.8% for the scanned proton beam treatment.,0
3794,23,What is the risk for secondary cancer after proton beam therapy?,"In general, the risk for developing a second malignancy in out-of-field organs for PBS remains much lower compared to PPT even if apertures are being applied.",0
3794,24,What is the risk for secondary cancer after proton beam therapy?,CONCLUSIONS: PBS PT is associated to significant SCR reduction in BC patients compared to photon radiotherapy.,0
3794,25,What is the risk for secondary cancer after proton beam therapy?,Calculations of out-of-field organ doses following a brain tumor treatment indicated that proton PBS therapy of brain tumors is associated with a low risk of radiation-induced cancer.,1
3794,26,What is the risk for secondary cancer after proton beam therapy?,"CONCLUSIONS: When considering exposure to primary and secondary radiation, proton therapy can reduce the risk of an SMN in prostate patients compared with contemporary IMRT.",0
3794,27,What is the risk for secondary cancer after proton beam therapy?,"CONCLUSION: The findings of this study indicate that the risks of radiation-induced secondary cancers after radiosurgery of liver metastases may be reduced, if IMPT is used instead of photon-beam based SBRT.",0
3794,28,What is the risk for secondary cancer after proton beam therapy?,"Clinical data are emerging supporting the lower incidence of secondary malignancies after PRT compared with historical photon data, though longer follow-up in proton treated cohorts is awaited.",0
3794,29,What is the risk for secondary cancer after proton beam therapy?,"However, proton treatment can result in a lower cancer incidence than photon treatment.",0
1199,0,What is the disorder in which mutations in U4atac snRNA are detected?,"Biallelic mutations of the human RNU4ATAC gene, which codes for the minor spliceosomal U4atac snRNA, cause the developmental disorder, MOPD I/TALS",1
1199,1,What is the disorder in which mutations in U4atac snRNA are detected?,"To date, nine separate mutations in RNU4ATAC have been identified in MOPD I patients.",0
1199,2,What is the disorder in which mutations in U4atac snRNA are detected?,"In this report, we establish a mechanistic basis for MOPD I disease and show that the inefficient splicing of genes containing U12-dependent introns in patient cells is due to defects in minor tri-snRNP formation, and the MOPD I-associated RNU4ATAC mutations can affect multiple facets of minor snRNA function.",0
1199,3,What is the disorder in which mutations in U4atac snRNA are detected?,A homozygous mutation in RNU4ATAC as a cause of microcephalic osteodysplastic primordial dwarfism type I (MOPD I) with associated pigmentary disorder.,1
1199,4,What is the disorder in which mutations in U4atac snRNA are detected?,"We describe two brothers, born to healthy, consanguineous parents, with intrauterine and postnatal growth retardation, microcephaly with abnormal gyral pattern and partial agenesis of corpus callosum, and skeletal anomalies reminiscent of those described in MOPD type I.",0
1199,5,What is the disorder in which mutations in U4atac snRNA are detected?,This was confirmed by the identification of the homozygous g.55G > A mutation of RNU4ATAC encoding U4atac snRNA.,0
1199,6,What is the disorder in which mutations in U4atac snRNA are detected?,Microcephalic osteodysplastic primordial dwarfism type I with biallelic mutations in the RNU4ATAC gene.,1
1199,7,What is the disorder in which mutations in U4atac snRNA are detected?,"Recently, mutations in the RNU4ATAC gene, which encodes U4atac, a small nuclear RNA that is a crucial component of the minor spliceosome, were found to cause MOPD I",0
1199,8,What is the disorder in which mutations in U4atac snRNA are detected?,"We describe here the clinical and molecular data for 17 cases of MOPD I, including 15 previously unreported cases, all carrying biallelic mutations in the RNU4ATAC gene.",0
1199,9,What is the disorder in which mutations in U4atac snRNA are detected?,"Mutations in U4atac snRNA, a component of the minor spliceosome, in the developmental disorder MOPD I.",1
1199,10,What is the disorder in which mutations in U4atac snRNA are detected?,"By means of homozygosity mapping and deep sequencing, we show that a gene encoding U4atac snRNA, a component of the minor U12-dependent spliceosome, is mutated in individuals with microcephalic osteodysplastic primordial dwarfism type I (MOPD I), a severe developmental disorder characterized by extreme intrauterine growth retardation and multiple organ abnormalities.",0
1199,11,What is the disorder in which mutations in U4atac snRNA are detected?,The introduction of wild-type U4atac snRNA into MOPD I cells enhanced U12-dependent splicing.,0
1199,12,What is the disorder in which mutations in U4atac snRNA are detected?,Association of TALS developmental disorder with defect in minor splicing component U4atac snRNA.,0
1199,13,What is the disorder in which mutations in U4atac snRNA are detected?,We identified four point mutations in the U4atac snRNA component of the minor spliceosome in patients with brain and bone malformations and unexplained postnatal death [microcephalic osteodysplastic primordial dwarfism type 1 (MOPD 1) or Taybi-Linder syndrome (TALS); Mendelian Inheritance in Man ID no.,0
1199,14,What is the disorder in which mutations in U4atac snRNA are detected?,210710].,0
1199,15,What is the disorder in which mutations in U4atac snRNA are detected?,"Biallelic mutations of the human RNU4ATAC gene, which codes for the minor spliceosomal U4atac snRNA, cause the developmental disorder, MOPD I/TALS",1
1199,16,What is the disorder in which mutations in U4atac snRNA are detected?,We identified four point mutations in the U4atac snRNA component of the minor spliceosome in patients with brain and bone malformations and unexplained postnatal death [microcephalic osteodysplastic primordial dwarfism type 1 (MOPD 1) or Taybi-Linder syndrome (TALS); Mendelian Inheritance in Man ID no,0
1199,17,What is the disorder in which mutations in U4atac snRNA are detected?,"Recently, mutations in the RNU4ATAC gene, which encodes U4atac, a small nuclear RNA that is a crucial component of the minor spliceosome, were found to cause MOPD I",0
1199,18,What is the disorder in which mutations in U4atac snRNA are detected?,"To date, nine separate mutations in RNU4ATAC have been identified in MOPD I patients",0
1199,19,What is the disorder in which mutations in U4atac snRNA are detected?,"In this report, we establish a mechanistic basis for MOPD I disease and show that the inefficient splicing of genes containing U12-dependent introns in patient cells is due to defects in minor tri-snRNP formation, and the MOPD I-associated RNU4ATAC mutations can affect multiple facets of minor snRNA function",0
1199,20,What is the disorder in which mutations in U4atac snRNA are detected?,MOPD I is the first disease known to be associated with a defect in small nuclear RNAs,0
1199,21,What is the disorder in which mutations in U4atac snRNA are detected?,"By means of homozygosity mapping and deep sequencing, we show that a gene encoding U4atac snRNA, a component of the minor U12-dependent spliceosome, is mutated in individuals with microcephalic osteodysplastic primordial dwarfism type I (MOPD I), a severe developmental disorder characterized by extreme intrauterine growth retardation and multiple organ abnormalities",0
1157,0,A common problem in proteomics is the contamination of samples with exogenous proteins (often from other species). These proteins can be found in specific databases. List some contaminants.,protease autolysis or keratin contaminants.,1
1157,1,A common problem in proteomics is the contamination of samples with exogenous proteins (often from other species). These proteins can be found in specific databases. List some contaminants.,Most of the interfering masses originate from trypsin autolysis and human keratins.,1
1157,2,A common problem in proteomics is the contamination of samples with exogenous proteins (often from other species). These proteins can be found in specific databases. List some contaminants.,5-15% FBS.,0
1157,3,A common problem in proteomics is the contamination of samples with exogenous proteins (often from other species). These proteins can be found in specific databases. List some contaminants.,Contamination by bovine proteins is difficult to avoid because of adherence to the plastic vessel and the cultured cells.,1
1157,4,A common problem in proteomics is the contamination of samples with exogenous proteins (often from other species). These proteins can be found in specific databases. List some contaminants.,The main disadvantage of traditional IP and co-IP is that the conditions used to elute the precipitated antigen also release the antibody thus contaminating the antigen,1
1157,5,A common problem in proteomics is the contamination of samples with exogenous proteins (often from other species). These proteins can be found in specific databases. List some contaminants.,MaConDa: a publicly accessible mass spectrometry contaminants database.,1
3520,0,What is the role of the Hof1-Cyk3 interaction in yeast?,Role of the Hof1-Cyk3 interaction in cleavage-furrow ingression and primary-septum formation during yeast cytokinesis.,0
3520,1,What is the role of the Hof1-Cyk3 interaction in yeast?,"In Saccharomyces cerevisiae, it is well established that Hof1, Cyk3, and Inn1 contribute to septum formation and cytokinesis.",1
3520,2,What is the role of the Hof1-Cyk3 interaction in yeast?,"Because hof1∆ and cyk3∆ single mutants have relatively mild defects but hof1∆ cyk3∆ double mutants are nearly dead, it has been hypothesized that these proteins contribute to parallel pathways.",0
3520,3,What is the role of the Hof1-Cyk3 interaction in yeast?,"However, there is also evidence that they interact physically.",0
3520,4,What is the role of the Hof1-Cyk3 interaction in yeast?,"In this study, we examined this interaction and its functional significance in detail.",0
3520,5,What is the role of the Hof1-Cyk3 interaction in yeast?,Our data indicate that the interaction 1) is mediated by a direct binding of the Hof1 SH3 domain to a proline-rich motif in Cyk3; 2) occurs specifically at the time of cytokinesis but is independent of the (hyper)phosphorylation of both proteins that occurs at about the same time; 3) is dispensable for the normal localization of both proteins; 4) is essential for normal primary-septum formation and a normal rate of cleavage-furrow ingression; and 5) becomes critical for growth when either Inn1 or the type II myosin Myo1 (a key component of the contractile actomyosin ring) is absent.,1
3520,6,What is the role of the Hof1-Cyk3 interaction in yeast?,"The similarity in phenotype between cyk3∆ mutants and mutants specifically lacking the Hof1-Cyk3 interaction suggests that the interaction is particularly important for Cyk3 function, but it may be important for Hof1 function as well.",1
3520,7,What is the role of the Hof1-Cyk3 interaction in yeast?,"The similarity in phenotype between cyk3∆ mutants and mutants specifically lacking the Hof1-Cyk3 interaction suggests that the interaction is particularly important for Cyk3 function, but it may be important for Hof1 function as well.",1
3520,8,What is the role of the Hof1-Cyk3 interaction in yeast?,"The similarity in phenotype between cyk3∆ mutants and mutants specifically lacking the Hof1-Cyk3 interaction suggests that the interaction is particularly important for Cyk3 function, but it may be important for Hof1 function as well.",1
4177,0,Should cerebrolysin be used for aneurysmal subarachnoid hemorrhage?,No significant difference was detected in the proportion of patients with favorable six-month GOSE in either study group (odds ratio (OR): 1.49; 95% confidence interval (CI): 0.43-5.17).,1
4177,1,Should cerebrolysin be used for aneurysmal subarachnoid hemorrhage?,Secondary functional outcome measures for favorable six-month recovery i.e.,0
4177,2,Should cerebrolysin be used for aneurysmal subarachnoid hemorrhage?,a mRS of 0 to 3 (OR: 3.45; 95% CI 0.79-15.01) were comparable for both groups.,1
4177,3,Should cerebrolysin be used for aneurysmal subarachnoid hemorrhage?,"Similarly, there was no difference in MOCA neurocognitive performance (p-value: 0.75) and in the incidence of DCI (OR: 0.85 95% CI: 0.28-2.59).CONCLUSIONS: Use of Cerebrolysin in addition to standard-of-care management of aneurysmal SAH is safe, well tolerated and feasible.",1
4177,4,Should cerebrolysin be used for aneurysmal subarachnoid hemorrhage?,"However, the neutral results of this trial suggest that it does not improve the six-month global functional performance of patients.",1
4177,5,Should cerebrolysin be used for aneurysmal subarachnoid hemorrhage?,"CONCLUSION: Cerebrolysin injection during the acute period of SAH appeared to reduce the mortality rate, especially in poor-grade patients.",0
4177,6,Should cerebrolysin be used for aneurysmal subarachnoid hemorrhage?,This study suggests the potential of Cerebrolysin for treating aneurysmal SAH.,1
4177,7,Should cerebrolysin be used for aneurysmal subarachnoid hemorrhage?,Further studies are needed to confirm our results.,0
97,0,Which pathological condition of the heart is known as hypertrophic cardiomyopathy (HCM)?,"Hypertrophic cardiomyopathy (HCM) is a primary disease of the cardiac muscle that occurs mainly due to mutations (>1,400 variants) in genes encoding for the cardiac sarcomere.",0
97,1,Which pathological condition of the heart is known as hypertrophic cardiomyopathy (HCM)?,"HCM, the most common familial form of cardiomyopathy, affecting one in every 500 people in the general population, is typically inherited in an autosomal dominant pattern, and presents variable expressivity and age-related penetrance.",0
97,2,Which pathological condition of the heart is known as hypertrophic cardiomyopathy (HCM)?,"Familial hypertrophic cardiomyopathy (HCM), due to point mutations in genes for sarcomere proteins such as myosin, occurs in 1/500 people and is the most common cause of sudden death in young individuals.",0
97,3,Which pathological condition of the heart is known as hypertrophic cardiomyopathy (HCM)?,"n HCM, the modified protein function leads, over years to decades, to secondary remodeling with substantial morphological changes, such as hypertrophy, myofibrillar disarray, and extensive fibrosis associated with severe functional deterioration.",0
97,4,Which pathological condition of the heart is known as hypertrophic cardiomyopathy (HCM)?,"Hypertrophic cardiomyopathy (HCM) is the most common cause of sudden cardiac death (SCD) in the young, particularly among athletes.",1
97,5,Which pathological condition of the heart is known as hypertrophic cardiomyopathy (HCM)?,"Familial hypertrophic cardiomyopathy (HCM) is one the most common heart disorders, with gene mutations in the cardiac sarcomere.",0
97,6,Which pathological condition of the heart is known as hypertrophic cardiomyopathy (HCM)?,"Hypertrophic cardiomyopathy (HCM) has been recently recognized as the most common inherited cardiovascular disorder, affecting 1 in 500 adults worldwide.",1
97,7,Which pathological condition of the heart is known as hypertrophic cardiomyopathy (HCM)?,"HCM is characterized by myocyte hypertrophy resulting in thickening of the ventricular wall, myocyte disarray, interstitial and/or replacement fibrosis, decreased ventricular cavity volume and diastolic dysfunction.",1
97,8,Which pathological condition of the heart is known as hypertrophic cardiomyopathy (HCM)?,HCM is also the most common cause of sudden death in the young.,1
97,9,Which pathological condition of the heart is known as hypertrophic cardiomyopathy (HCM)?,A large proportion of patients diagnosed with HCM have mutations in sarcomeric proteins.,0
97,10,Which pathological condition of the heart is known as hypertrophic cardiomyopathy (HCM)?,Hypertrophic cardiomyopathy (HCM) is a genetic cardiomyopathy.,0
97,11,Which pathological condition of the heart is known as hypertrophic cardiomyopathy (HCM)?,"The prevalence of phenotypic expression, in the absence of another systemic or cardiac disease causing increased left ventricular (LV) wall thickness, is estimated to be 1:500.",0
97,12,Which pathological condition of the heart is known as hypertrophic cardiomyopathy (HCM)?,"HCM is the most prevalent genetic disorder affecting the heart, it often goes undiagnosed until midlife after patients show symptoms of myocardial remodeling.",0
97,13,Which pathological condition of the heart is known as hypertrophic cardiomyopathy (HCM)?,Adults with cardiomyopathy suffer SCD or adverse events such as stroke and heart failure from HCM.,1
97,14,Which pathological condition of the heart is known as hypertrophic cardiomyopathy (HCM)?,Hypertrophic cardiomyopathy (HCM) is a clinically heterogeneous autosomal dominant heart disease characterised by left ventricular hypertrophy in the absence of another cardiac or systemic disease that is capable of producing significant wall thickening.,0
97,15,Which pathological condition of the heart is known as hypertrophic cardiomyopathy (HCM)?,Hypertrophic cardiomyopathy (HCM) is an autosomal dominant inherited genetic disease characterized by compensatory pathological left ventricle (LV) hypertrophy due to sarcomere dysfunction.,0
97,16,Which pathological condition of the heart is known as hypertrophic cardiomyopathy (HCM)?,Hypertrophic cardiomyopathy (HCM) is a clinically heterogeneous genetic heart disease characterized by left ventricular hypertrophy in the absence of another disease that could explain the wall thickening.,0
3407,0,What is Telangiectasia?,"Telangiectasias are prominent small vessels (venules, capillaries or arterioles) that are visible as small red-purple focal lesions in the skin and mucous membranes.",1
3407,1,What is Telangiectasia?,"Telangiectasias are small focal red macules and papules created by abnormally prominent capillaries, venules, and arterioles",1
3407,2,What is Telangiectasia?,Telangiectasia (macroscopically visible dilated skin vessels),1
3407,3,What is Telangiectasia?,"Hereditary hemorrhagic telangiectasia is a dominant disorder characterized by epistaxis, visceral arteriovenous malformations, and telangiectasias.",1
3407,4,What is Telangiectasia?,"Telangiectasia (macroscopically visible dilated skin vessels) occurring primarily on the hands and face, are a prominent feature in scleroderma and are present in the majority of patients.",1
4230,0,List R packages for lipidomics,We have developed massPix-an R package for analysing and interpreting data from MSI of lipids in tissue.,0
4230,1,List R packages for lipidomics,Lipid Mini-On: mining and ontology tool for enrichment analysis of lipidomic data.,1
4230,2,List R packages for lipidomics,"Here we introduce Lipid Mini-On, an open-source tool that performs lipid enrichment analyses and visualizations of lipidomics data.",1
4230,3,List R packages for lipidomics,Lipid Mini-On uses a text-mining process to bin individual lipid names into multiple lipid ontology groups based on the classification (e.g.,0
4230,4,List R packages for lipidomics,"LipidMaps) and other characteristics, such as chain length.",0
4230,5,List R packages for lipidomics,Lipid Mini-On provides users with the capability to conduct enrichment analysis of the lipid ontology terms using a Shiny app with options of five statistical approaches.,0
4230,6,List R packages for lipidomics,lipidr: A Software Tool for Data Mining and Analysis of Lipidomics Datasets.,1
4230,7,List R packages for lipidomics,The rapid evolution of mass spectrometry (MS)-based lipidomics has enabled the simultaneous measurement of numerous lipid classes.,0
4230,8,List R packages for lipidomics,"With lipidomics datasets becoming increasingly available, lipidomic-focused software tools are required to facilitate data analysis as well as mining of public datasets, integrating lipidomics-unique molecular information such as lipid class, chain length, and unsaturation.",0
4230,9,List R packages for lipidomics,"To address this need, we developed lipidr, an open-source R/Bioconductor package for data mining and analysis of lipidomics datasets.",1
4230,10,List R packages for lipidomics,lipidr implements a comprehensive lipidomic-focused analysis workflow for targeted and untargeted lipidomics.,0
4230,11,List R packages for lipidomics,"lipidr imports numerical matrices, Skyline exports, and Metabolomics Workbench files directly into R, automatically inferring lipid class and chain information from lipid names.",0
4230,12,List R packages for lipidomics,"Through integration with the Metabolomics Workbench API, users can search, download, and reanalyze public lipidomics datasets seamlessly.",0
4230,13,List R packages for lipidomics,"lipidr allows thorough data inspection, normalization, and uni- and multivariate analyses, displaying results as interactive visualizations.",0
4230,14,List R packages for lipidomics,"To enable interpretation of lipid class, chain length, and total unsaturation data, we also developed and implemented a novel lipid set enrichment analysis.",0
4230,15,List R packages for lipidomics,A companion online guide with two live example datasets is presented at https://www.lipidr.org/.,0
4230,16,List R packages for lipidomics,We expect that the ease of use and innovative features of lipidr will allow the lipidomics research community to gain novel detailed insights from lipidomics data.,0
4230,17,List R packages for lipidomics,LipidMS: An R Package for Lipid Annotation in Untargeted Liquid Chromatography-Data Independent Acquisition-Mass Spectrometry Lipidomics.,1
4230,18,List R packages for lipidomics,"High resolution LC-MS untargeted lipidomics using data independent acquisition (DIA) has the potential to increase lipidome coverage, as it enables the continuous and unbiased acquisition of all eluting ions.",0
4230,19,List R packages for lipidomics,"However, the loss of the link between the precursor and the product ions combined with the high dimensionality of DIA data sets hinder accurate feature annotation.",0
4230,20,List R packages for lipidomics,"Here, we present LipidMS, an R package aimed to confidently identify lipid species in untargeted LC-DIA-MS.",0
3627,0,What is circulating free DNA ( cfDNA)?,"Cell-free DNA (cfDNA) and cell-free RNA (cfRNA), RNA associated to platelets and circulating tumor cells (CTCs) are some of the materials that can be derived from the blood of cancer patients.",1
3627,1,What is circulating free DNA ( cfDNA)?,"Known to be present in the blood of cancer patients for decades, cell-free DNA (cfDNA) is beginning to inform on tumor genetics, tumor burden, and mechanisms of progression and drug resistance.",1
3627,2,What is circulating free DNA ( cfDNA)?,This study aimed to determine the principal factors contributing to the cost of avoiding a birth with Down syndrome by using cell-free DNA (cfDNA) to replace conventional screening.,1
3627,3,What is circulating free DNA ( cfDNA)?,cfDNA was isolated from a serum specimen before chemotherapy.,0
3627,4,What is circulating free DNA ( cfDNA)?,Its value was correlated to recurrence-free and overall survival using Kaplan-Meier curves.,1
3627,5,What is circulating free DNA ( cfDNA)?,Cell-free fetal DNA analysis for non-invasive prenatal screening of fetal chromosomal aneuploidy has been widely adopted for clinical use.,1
1198,0,Which enzyme is inhibited by Orteronel?,"PURPOSE: Orteronel (TAK-700) is a non-steroidal, selective, reversible inhibitor of 17,20-lyase.",0
1198,1,Which enzyme is inhibited by Orteronel?,The drug orteronel selectively blocked the lyase reaction of P450 17A1 but only in the case of Prog.,0
1198,2,Which enzyme is inhibited by Orteronel?,"Preclinical assessment of Orteronel(®), a CYP17A1 enzyme inhibitor in rats.",0
1198,3,Which enzyme is inhibited by Orteronel?,"Orteronel (TAK-700) is a novel and selective inhibitor of CYP17A1, which is expressed in testicular, adrenal and prostate tumor tissues.",0
1198,4,Which enzyme is inhibited by Orteronel?,"Orteronel is a nonsteroidal, selective inhibitor of 17,20-lyase that was recently in phase 3 clinical development as a treatment for castration-resistant prostate cancer.",0
1198,5,Which enzyme is inhibited by Orteronel?,"Human liver microsomal studies indicated that orteronel weakly inhibits CYP1A2, 2C8, 2C9 and 2C19, with IC50 values of 17.8, 27.7, 30.8 and 38.8 µm, respectively, whereas orteronel does not inhibit CYP2B6, 2D6 or 3A4/5 (IC50  > 100 µm).",0
1198,6,Which enzyme is inhibited by Orteronel?,"PURPOSE: Orteronel (TAK-700) is an investigational, nonsteroidal, oral, inhibitor of androgen synthesis with greater specificity for 17,20-lyase than for 17α-hydroxylase.",0
1198,7,Which enzyme is inhibited by Orteronel?,"Based on these observations, potent agents targeting the AR axis were developed: 1) inhibitors of CYP17 (a key enzyme in the production of androgens), such as abiraterone and orteronel; 2) AR antagonists that bind to AR and impair AR activation, such as enzalutamide and ARN-509.",0
1198,8,Which enzyme is inhibited by Orteronel?,"Orteronel inhibits the 17,20 lyase activity of the enzyme CYP17A1, which is important for androgen synthesis in the testes, adrenal glands and prostate cancer cells.",1
1198,9,Which enzyme is inhibited by Orteronel?,"Inhibition of 17α-hydroxylase by abiraterone results in accumulation of upstream mineralocorticoids due to loss of cortisol-mediated suppression of pituitary adrenocorticotropic hormone (ACTH), providing a rationale for development of CYP17 inhibitors with increased specificity for 17,20-lyase (orteronel, galeterone and VT-464) that can potentially be administered without exogenous corticosteroids.",0
1198,10,Which enzyme is inhibited by Orteronel?,"Phase I/II trial of orteronel (TAK-700)--an investigational 17,20-lyase inhibitor--in patients with metastatic castration-resistant prostate cancer.",0
1198,11,Which enzyme is inhibited by Orteronel?,"Orteronel (TAK-700) is an investigational, oral, nonsteroidal, selective, reversible inhibitor of 17,20-lyase, a key enzyme in the production of androgenic hormones.",0
1198,12,Which enzyme is inhibited by Orteronel?,"Hence, some molecules target the androgen biosynthesis, as abiraterone acetate and orteronel, which are selective inhibitors of the enzyme CYP17.",0
1198,13,Which enzyme is inhibited by Orteronel?,"To achieve enhanced clinical benefits, new strategies are being explored that include selective inhibition of the C17,20-lyase activity of CYP17 and multi-targeting strategies that affect androgen synthesis and signalling at different points.",0
1198,14,Which enzyme is inhibited by Orteronel?,"Some of these strategies-including the drugs orteronel, VT-464 and galeterone--are supported by preclinical data and are being explored in the clinic.",0
1198,15,Which enzyme is inhibited by Orteronel?,"Besides further CYP17 inhibitors (Orteronel, Galeterone, VT-464 and CFG920), androgen receptor antagonists (ARN-509, ODM-201, AZD-3514 and EZN-4176) and vaccine Prostvac, more drug candidates with various mechanisms or new indications of launched drugs are currently under evaluation in different stages of clinical trials, including various kinase inhibitors and platinum complexes.",0
1198,16,Which enzyme is inhibited by Orteronel?,"Effect of an investigational CYP17A1 inhibitor, orteronel (TAK-700), on estrogen- and corticoid-synthesis pathways in hypophysectomized female rats and on the serum estradiol levels in female cynomolgus monkeys.",0
1198,17,Which enzyme is inhibited by Orteronel?,"Orteronel (TAK-700) is an investigational, non-steroidal inhibitor of CYP17A1 with preferential inhibition of 17,20-lyase in NCI-H295 cells.",0
1198,18,Which enzyme is inhibited by Orteronel?,"In summary, orteronel can suppress serum estradiol concentrations in hypophysectomized female rats and monkeys through selective inhibition of CYP17A1 activity, suggesting that orteronel might be effective for hormone-dependent breast cancers and estrogen-dependent diseases.",0
1198,19,Which enzyme is inhibited by Orteronel?,"Development and validation of an RP-HPLC method for the quantitation of Orteronel (TAK-700), a CYP17A1 enzyme inhibitor, in rat plasma and its application to a pharmacokinetic study.",0
1198,20,Which enzyme is inhibited by Orteronel?,"Targeting the adrenal gland in castration-resistant prostate cancer: a case for orteronel, a selective CYP-17 17,20-lyase inhibitor.",0
